player_name,team,current_ovr,proposed_ovr,delta,Final Decision,current_tier,proposed_tier,model_source,confidence,manual_review_reason,reasoning
Mark Price (Cavs),Cleveland Cavaliers,89,88,-1,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paul George,Indiana Pacers,89,88,-1,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paul Pierce,Boston Celtics,89,88,-1,90,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ray Allen (Celtics),Boston Celtics,89,88,-1,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rip Hamilton,Detroit Pistons,89,88,-1,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Robert Parish,Boston Celtics,89,88,-1,89,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tony Parker,San Antonio Spurs,89,88,-1,90,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Chauncey Billups,Detroit Pistons,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dan Issel,Denver Nuggets,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Deron Williams,Utah Jazz,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Fat Lever,Denver Nuggets,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jimmy Butler (76ers),Philadelphia 76ers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jimmy Butler (Timberwolves),Minnesota Timberwolves,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Joe Dumars,Detroit Pistons,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Karl-Anthony Towns (Wolves),Minnesota Timberwolves,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kemba Walker (Celtics),Boston Celtics,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kyle Lowry (Raptors),Toronto Raptors,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
LaMarcus Aldridge,Portland Trail Blazers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Manu Ginobili,San Antonio Spurs,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Maurice Cheeks,Philadelphia 76ers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Patrick Ewing (2000 Knicks),New York Knicks,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Paul George (Clippers),Los Angeles Clippers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ron Artest (Pacers),Indiana Pacers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tim Hardaway,Golden State Warriors,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tom Heinsohn,Boston Celtics,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyrese Haliburton,Indiana Pacers,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Willis Reed,New York Knicks,88,87,-1,88,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Al Horford (Celtics),Boston Celtics,87,86,-1,86,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Alvin Robertson,Milwaukee Bucks,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Antawn Jamison,Washington Wizards,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bernard King,New York Knicks,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bob McAdoo,Los Angeles Clippers,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
CJ McCollum (Blazers),Portland Trail Blazers,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
DeMar DeRozan (Bulls),Chicago Bulls,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dikembe Mutombo (Nuggets),Denver Nuggets,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gilbert Arenas,Washington Wizards,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamal Mashburn,Dallas Mavericks,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamal Wilkes,Los Angeles Lakers,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jaren Jackson Jr.,Memphis Grizzlies,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jermaine O'Neal,Indiana Pacers,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jrue Holiday (Celtics),Boston Celtics,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Love (Timberwolves),Minnesota Timberwolves,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marc Gasol,Memphis Grizzlies,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marcus Camby,Denver Nuggets,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mark Aguirre,Dallas Mavericks,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mitch Richmond,Golden State Warriors,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ron Artest (Rockets),Houston Rockets,87,86,-1,87,Ruby,Ruby,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Al Horford (Hawks),Atlanta Hawks,86,85,-1,87,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andre Iguodala,Philadelphia 76ers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ben Wallace,Detroit Pistons,86,85,-1,88,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Brandon Ingram (Pelicans),New Orleans Pelicans,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Danny Granger,Indiana Pacers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
DeAndre Jordan,Los Angeles Clippers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Detlef Schrempf,Oklahoma City Thunder,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dikembe Mutombo,Philadelphia 76ers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Eddie Jones,Los Angeles Lakers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Glen Rice,Charlotte Hornets,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Gordon Hayward (Jazz),Utah Jazz,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Joe Johnson,Atlanta Hawks,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kemba Walker,Charlotte Hornets,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Kevin Love (Cavs),Cleveland Cavaliers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Khris Middleton (Bucks),Milwaukee Bucks,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mark Jackson,Indiana Pacers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Finley,Dallas Mavericks,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Jordan (Wizards),Washington Wizards,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Redd,Milwaukee Bucks,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ralph Sampson,Houston Rockets,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ray Allen (Heat),Miami Heat,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ron Artest,Los Angeles Lakers,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rudy Gobert,Utah Jazz,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Serge Ibaka,Oklahoma City Thunder,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Zach LaVine (Bulls),Chicago Bulls,86,85,-1,86,Ruby,Sapphire,proxy-model,medium,Tier change: Ruby to Sapphire. | Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andre Iguodala (Warriors),Golden State Warriors,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ben Simmons,Philadelphia 76ers,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bill Laimbeer,Detroit Pistons,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Bradley Beal,Washington Wizards,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Calvin Murphy,Houston Rockets,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Cutino Mobley,Houston Rockets,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
David Lee,New York Knicks,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dejounte Murray (Spurs),San Antonio Spurs,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Doug Christie,Sacramento Kings,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Fred Van Vleet (Raptors),Toronto Raptors,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Hersey Hawkins,Oklahoma City Thunder,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Horace Grant,Chicago Bulls,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Isaiah Thomas,Boston Celtics,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jalen Rose,Indiana Pacers,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jason Kidd (Mavericks),Dallas Mavericks,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jason Richardson,Golden State Warriors,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jeff Hornacek,Phoenix Suns,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Joakim Noah,Chicago Bulls,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Josh Smith (Hawks),Atlanta Hawks,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mehmet Okur,Utah Jazz,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Michael Cooper,Los Angeles Lakers,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mike Conley,Memphis Grizzlies,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Peja Stojakovic,Sacramento Kings,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rashard Lewis,Orlando Magic,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Rasheed Wallace,Detroit Pistons,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Robert Horry (Rockets),Houston Rockets,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Roy Hibbert,Indiana Pacers,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Sam Cassell,Minnesota Timberwolves,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Shawn Marion (Mavs),Dallas Mavericks,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Stephon Marbury,Minnesota Timberwolves,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tayshaun Prince,Detroit Pistons,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tony Kukoc,Chicago Bulls,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Trevor Ariza,Los Angeles Lakers,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Tyson Chandler,Dallas Mavericks,85,84,-1,85,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Andrew Bogut,Golden State Warriors,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Clint Capela,Houston Rockets,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Dan Majerle,Phoenix Suns,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Emeka Okafor,Charlotte Hornets,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Hedo Turkoglu,Orlando Magic,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
J.J. Redick (Clippers),Los Angeles Clippers,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jamal Crawford,Los Angeles Clippers,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jameer Nelson,Orlando Magic,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jason Terry,Dallas Mavericks,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
John Starks,New York Knicks,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Jrue Holiday (Pelicans),New Orleans Pelicans,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Larry Johnson (Knicks),New York Knicks,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Luis Scola,Houston Rockets,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Marcus Camby (Knicks),New York Knicks,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Mark Eaton,Utah Jazz,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
OG Anunoby (Raptors),Toronto Raptors,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Richard Jefferson,Brooklyn Nets,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Ricky Rubio (Timberwolves),Minnesota Timberwolves,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
Serge Ibaka (Raptors),Toronto Raptors,84,83,-1,84,Sapphire,Sapphire,proxy-model,medium,Proxy model used; no verified external statistical dataset attached.,"First-pass proxy from current OVR prior, badges, archetype, version context, and anchor-band guardrails."
